maximumOperatingTime,currentOperatingTime,age,numberTo,wear
24639,17795,9,21,70.72289865660133
63588,20711,9,10,36.570610807070516
66353,6041,2,4,9.104335900411437
3146,2290,1,3,72.29084551811825
28010,9390,4,9,33.023741520885395
40066,30335,10,12,79.71257425248339
36492,19818,8,10,57.30779348898388
69479,32753,14,40,41.14086270671714
51764,14238,5,9,28.005602349122938
97760,32851,16,46,26.60372340425532
54396,17125,6,15,29.98209427163762
37482,24473,11,29,61.79267381676539
44680,37041,16,15,91.40286481647269
67685,63662,29,67,89.55629016768856
84182,46426,17,16,64.14955691240408
68321,53487,23,51,75.78778852768548
42442,36206,14,36,81.30700720983931
62923,12569,5,3,23.475207793652558
16157,2864,1,2,17.7260630067463
48604,37929,14,16,84.03678709571228
96048,515,0,0,0.5361902382142262
21906,11849,5,14,52.09020359718799
44630,3432,2,2,8.689894689670625
20042,525,0,0,2.6194990519908194
24718,6837,3,3,29.160004854761713
21614,8646,3,2,42.00185065235496
21165,8614,3,7,40.199267658870774
60037,24401,10,26,37.643269983510166
41357,36847,17,21,95.59495369586769
57165,46936,21,25,90.60618385375668
40056,24600,9,14,63.41402037147992
65009,47718,20,10,88.40214431847897
20343,8965,4,3,46.56921299709974
83036,25139,10,22,29.274820559757217
60568,11408,5,9,19.33502839783384
18333,7858,3,2,44.862597501772754
63997,46114,22,52,68.05650264856165
8414,1199,0,0,14.250059424768244
28253,6392,2,4,22.624146108377875
89011,72318,33,58,85.24613811776072
34893,5469,2,3,16.17363081420342
49515,39594,16,28,81.96364737958194
46640,25327,9,17,54.80317324185249
82004,62776,28,70,69.55236329935126
55301,25662,9,12,49.40422415507857
3916,502,0,0,12.819203268641472
74912,163,0,0,0.21758863733447245
66124,40494,20,31,65.73948944407476
77351,4113,1,3,4.817319750229474
81223,54031,26,48,68.52179801287812
6807,3353,1,2,49.25811664463053
14806,3232,1,2,21.828988248007565
26680,26392,13,19,102.42053973013493
57322,4646,2,3,8.605090541153483
5119,2758,1,1,54.377710490330145
23878,7634,3,9,30.470851830136525
11357,4689,2,4,41.28731179008541
16292,2798,1,2,17.174073164743433
14674,6681,2,2,46.52950797328608
6149,1834,1,3,29.32598796552285
49600,10580,4,10,20.330645161290324
92761,50172,18,14,65.08738586259312
79528,78859,28,56,99.15878684236999
26161,18400,8,5,75.8337028401055
94193,91776,36,19,123.9339919102269
55097,42823,19,31,81.222925023141
12963,8319,3,6,64.17495950011572
86693,38021,13,32,40.85705881674414
82890,59693,25,46,74.01471830136326
11066,7075,3,8,62.93457437195012
53852,9432,3,5,18.014669835846394
91177,1525,1,3,1.1725709334590961
54805,2621,1,3,4.282410364017882
87204,10768,4,11,10.848057428558324
48418,47424,20,36,99.94704448758726
94697,5816,2,1,7.64169403465791
8979,934,0,0,10.40204922597171
85041,29884,10,23,33.6406968403476
44823,41665,16,32,92.95450996140374
50380,5307,2,2,11.533942040492258
71289,53748,21,58,67.39452089382654
45330,36826,16,26,84.23979704390028
1723,1112,1,2,64.53859547301218
77004,50267,20,44,63.27842709469638
5850,3107,2,1,54.611111111111114
10589,5042,2,5,47.11544999527812
33009,816,0,0,2.4720530764337
86522,64160,26,48,76.15455028778807
88231,52669,21,41,60.194438462671854
10728,2636,1,1,25.071215510812827
70912,934,0,0,1.317125451263538
28416,11147,4,12,37.22789977477477
1261,739,0,0,58.60428231562253
39989,6167,3,4,16.42174097876916
51778,16367,8,16,31.609950171887675
19862,9339,3,7,46.519434095257274
84582,54760,23,61,57.2419072615923
73986,24754,11,8,40.4576811829265
41196,12300,4,9,29.3572676958928
70339,13434,5,3,22.598935156883094
32403,11988,5,5,39.49657439126007
86389,47987,20,16,67.54758128928452
1414,46,0,0,3.253182461103253
91972,2458,1,3,2.172552515983125
31772,26133,9,26,78.25166813546518
83614,3584,2,5,3.786363527638912
72305,9545,4,7,13.701023442362217
4916,538,0,0,10.94385679414158
58009,36368,14,22,65.6937199400093
53324,44670,19,48,78.77090990923412
94367,23004,10,22,23.377165746500367
97811,70287,26,59,68.3600157446504
80290,60117,28,15,95.37482874579649
34706,16909,7,7,52.220682302771856
93870,73488,27,40,85.28699264940876
24588,6143,3,2,26.983731901740686
5493,5325,2,2,97.94156198798471
5062,2032,1,2,40.142236270248915
47644,461,0,0,0.9675929812778105
91378,46003,19,47,45.843627568999096
99204,81908,32,26,101.56521914438935
98366,69645,24,41,74.30190309659842
25722,7851,3,4,31.52250991369256
47416,34641,13,33,69.55761768179516
56923,15264,5,4,29.815171371853204
29923,27634,13,22,94.35036593924406
63869,47127,17,31,75.28697020463761
36245,33163,12,30,88.49675817354118
43621,5203,2,3,12.427741225556499
53819,40398,17,39,72.56271019528418
63042,25797,10,25,38.42033882173789
15121,12981,5,9,86.34749685867337
85607,79027,33,43,103.81371266368404
80654,17677,8,13,23.417077888263446
21128,14201,7,18,65.21412343809163
7415,5849,2,3,79.3806473364801
53049,46089,20,40,86.88005428943052
61390,982,0,0,1.59960905684965
8884,2757,1,2,31.033318325078795
87866,27377,10,8,37.15767190949856
42532,13767,6,16,30.36856954763472
23908,1615,1,1,7.255061067425129
99373,54867,25,68,46.21318668048664
8471,7514,3,5,89.20263251091961
21254,17465,6,8,84.17276747906277
11587,5920,2,2,52.091740743937166
54237,53217,26,60,94.11936500912661
79627,43226,20,59,44.78560664096349
75510,8200,4,11,9.359488809429214
43866,38020,15,39,82.1730497423973
46973,44255,16,20,100.2136972303238
35277,21644,10,21,60.85442356209428
87682,35050,15,8,50.973996943500374
55665,12081,5,14,19.70304500134735
14023,13987,6,10,100.74327889895173
50516,39494,19,27,83.68117032227413
4488,3243,1,2,72.25935828877004
42393,38146,17,25,94.48183662397093
63394,47255,23,39,78.04175474019623
67700,55280,22,57,75.15435745937961
16742,7733,3,4,47.189224704336404
3000,1229,1,1,41.46666666666667
49128,14653,5,5,32.32616837648592
8953,6619,3,5,74.43052608064336
78031,66189,30,20,104.82398021299228
90188,33965,16,27,40.160220871956355
18795,2542,1,1,14.02487363660548
96525,42374,19,42,41.8995078995079
61234,29233,14,25,49.23981774830976
34888,32126,13,26,92.08323778949783
85409,22210,9,9,30.504285262677236
12353,277,0,0,2.2423702744272647
80142,62973,23,50,76.5767762222056
20911,12799,6,11,61.70702022858782
75957,1012,0,0,1.3323327672235605
99410,26326,12,23,26.98224524695705
71690,41801,18,50,51.30799274654764
82369,56965,26,43,73.65829984581578
63657,7763,4,2,15.195045321017325
67762,25097,10,18,38.036982379504735
34176,22059,9,26,60.545294943820224
76182,7897,3,8,9.365965713685647
96425,72558,33,96,60.24812030075188
76121,8325,3,3,12.436535253083905
51002,378,0,0,0.7411474059840791
58291,2543,1,2,4.362594568629806
11142,7462,4,2,69.9718183450009
22974,7934,4,10,33.534691390267255
51495,42906,15,44,76.32071074861636
63315,40858,17,37,63.0313116954908
6111,4242,2,4,69.41580756013745
15993,279,0,0,1.7445132245357342
99751,80779,31,36,93.98064179807722
70593,46675,22,61,57.61845367104388
26413,11162,5,11,41.75949343126491
2932,1252,1,3,42.201227830832195
26065,11500,5,12,43.12046806061769
97073,38441,17,50,31.600094774036037
80811,33851,11,20,42.88909925628936
53433,48842,23,53,87.90793142814366
47311,19632,10,9,46.99563526452622
50137,47044,20,21,103.3309033248898
27794,16416,7,11,60.56310714542707
47736,44783,18,16,103.81389307859895
43462,42680,15,22,102.2007270719249
11107,4169,2,1,39.03488790852616
17964,13038,5,9,73.07849031396127
49378,22148,9,23,42.353983555429544
25182,9909,4,12,37.349535382416015
15564,13402,6,12,86.10896941660242
47889,18865,7,5,43.89318006222724
84611,43924,19,26,57.91287184881398
73963,13671,5,7,19.983566107378014
24918,17603,8,6,75.64371137330444
18926,4654,2,2,25.59051040896122
98133,11785,4,2,15.009211987812456
8693,3354,1,2,38.58276774416197
24053,15551,7,19,62.153057830624036
78774,53433,25,41,72.33075634092467
45254,17454,6,5,42.068966279223936
88204,57110,20,29,70.24763049294816
8339,5665,3,7,67.43380501259144
29937,28724,14,33,93.44815779804256
52430,43513,18,16,92.99256151058555
63827,52759,22,17,96.15937612609085
28286,12347,4,3,46.15056918616983
1409,557,0,0,39.53158268275373
65069,19188,7,18,27.488696614363214
92395,26063,11,29,24.708236376427294
86864,85152,30,64,96.02910296555535
84971,68661,29,40,89.80521589718845
26018,10869,4,3,44.27492505188715
96220,78493,35,77,78.07659530243193
49141,45697,18,36,92.99159561262489
17096,9886,4,9,57.32639213851193
94707,58902,25,45,64.69392441952547
51304,24953,11,25,47.137533135817876
56500,15054,5,5,29.14424778761062
98190,29438,12,32,25.980649760668094
46133,30421,15,28,66.94195044761884
79840,12990,4,9,15.77004008016032
1901,434,0,0,22.83008942661757
43129,4642,2,1,12.263059658234598
36419,34474,15,40,89.65938109228699
45513,38707,17,36,84.04603080438557
71707,65367,25,25,103.65846430613468
86970,65680,25,58,71.52029435437507
15647,15289,5,13,96.21202147376493
82851,24997,9,18,30.171029921183816
59861,14226,5,11,23.265055712400393
95211,56078,21,43,58.398656667821996
1146,806,0,0,70.33158813263525
5704,2239,1,2,39.2531556802244
88029,56080,22,33,69.2062786127299
61099,42897,15,30,70.20900505736591
52637,8918,3,5,17.442454927142503
71142,37990,18,31,55.900241769981164
82100,80078,28,24,113.53714981729598
97040,10483,5,13,9.302761747732895
5677,2729,1,1,48.57116434736656
54924,318,0,0,0.5789818658509941
91312,31156,13,15,39.62037848256527
90825,33645,16,47,29.543765483071844
8568,1764,1,1,21.088235294117645
67125,61634,25,24,104.81973929236499
18179,1360,1,1,7.981159579734859
82487,57229,20,52,63.37941736273595
24187,17698,8,4,79.17153842973498
8374,2873,1,1,34.808574158108435
76586,35724,18,26,51.6456010236858
28841,16122,7,17,54.39958739294754
21197,13359,5,8,64.02306930225976
49110,25697,11,17,54.82539197719405
59356,25567,12,16,47.07399420446122
38020,21002,10,6,62.23934771173067
14570,5930,3,9,39.20006863417982
12331,4765,2,4,38.642445868137216
27614,2193,1,1,8.441623814007388
79263,2409,1,2,3.039249082169486
12167,6347,2,5,51.66569409057286
17558,11359,4,4,66.69415650985306
88089,14912,7,17,15.428333844180319
80571,29121,10,5,43.64327735785829
49578,10861,4,7,22.406894186937755
1769,1149,0,0,64.951950254381
82778,25926,9,21,29.81991591968881
82849,28577,10,19,34.99287257540827
44769,9123,3,2,22.377940092474702
88332,31047,12,10,42.148077706833305
3099,2681,1,1,87.01177799290095
72512,32045,15,9,54.69268534863195
52356,25048,10,17,49.34169913667966
51821,32329,13,23,63.88590532795584
55997,28948,11,25,50.19562655142239
62335,48699,17,30,80.12464907355418
83867,32681,14,28,38.96765116195882
8426,1005,0,0,11.927367671492997
60159,19567,7,15,32.02547416014229
79926,1,0,0,0.0012511573205214823
2131,215,0,0,10.089160018770531
39506,36079,17,44,86.32536829848631
53446,1531,1,1,3.364573588294727
79376,25506,10,14,35.133138480145135
49266,23276,9,13,49.74556489262371
42493,18851,7,15,43.86260089897159
21976,13811,7,18,60.845831816527124
30003,20913,7,20,66.7030296970303
80840,74712,30,43,100.9195942602672
8654,7204,3,5,83.74474231569216
21710,170,0,0,0.783049286043298
17133,16316,8,19,93.7314247358898
96261,51206,20,44,51.19495953709186
6057,3532,1,3,57.81269605415222
85220,57422,25,68,58.38089650316827
26873,4826,2,4,17.958545752242028
13545,5574,2,2,42.15171650055371
5246,3907,1,2,74.47579107891727
80779,29674,11,31,32.23479493432699
76716,56147,20,20,83.18812242556963
79221,39045,13,20,52.28617412049835
40082,723,0,0,1.8038022054787686
10510,4340,2,2,42.294005708848715
36561,11895,4,3,35.034668088947235
82761,10950,5,4,16.23086961249864
12495,4241,1,2,33.94157663065226
16553,7831,4,11,45.808644958617776
10512,9593,3,6,91.2576103500761
70287,35957,17,42,47.157397527281006
17319,5788,2,4,33.41994341474681
85429,20369,8,7,28.34319142211661
83991,26619,10,20,31.69268135871701
38686,26312,13,33,64.51426872770512
30617,21892,8,22,68.50275990462815
1976,395,0,0,19.98987854251012
44578,16538,7,8,40.099017452555074
10906,7897,3,7,71.90968274344398
26639,14548,5,8,55.611659596831714
99821,8497,4,6,9.512236904058264
5706,5649,2,3,99.50105152471083
55461,33782,15,41,55.41127098321343
35471,14659,6,14,40.3267176002932
23217,10050,4,11,41.78724641426541
27843,18380,8,7,70.51300147254247
3682,994,0,0,26.99619771863118
71547,32719,11,21,46.23077836946343
18150,1526,1,1,8.90771349862259
93935,3488,1,3,3.2132059402778514
64822,41546,16,26,67.09243775261486
29685,7794,3,7,25.755684689236986
99030,92937,31,55,97.34731899424418
90941,78330,30,16,108.13276739864308
7362,4279,2,3,58.622792719369734
52063,48537,20,46,90.22743599101089
78264,70239,25,51,89.24624348359399
53817,26894,9,19,49.47305684077522
74014,51760,20,34,72.93271543221553
40121,32541,14,7,91.60715086862243
86230,5152,2,2,6.974718775368202
36052,11118,4,5,32.33878841673139
58831,2382,1,1,4.548885791504479
77466,53241,23,58,62.72821624970955
84379,52703,20,59,52.95985375508124
48291,38119,15,37,75.43603362945476
40870,2970,1,3,6.7669439686811845
80400,25333,12,8,39.508706467661696
49399,5951,2,4,12.04680256685358
75120,23612,9,10,35.432374866879655
17662,6731,2,5,37.61006681010078
2603,853,0,0,32.76988090664618
78281,38706,14,40,43.44494832718029
86135,56409,19,22,73.48905787426713
66689,36664,14,19,59.47758250985919
7106,72,0,0,1.0132282578103011
3028,45,0,0,1.486129458388375
74121,54245,20,56,65.18438769039813
83056,23937,8,5,34.32031400500867
80268,2514,1,1,3.632007773957243
33721,8261,4,10,23.498087245336734
81024,43053,15,24,56.13610781990522
8666,4105,2,1,48.86902838679899
19190,13796,6,8,73.89161021365294
21959,19448,9,8,93.56505305341773
34049,14787,6,9,44.928588211107524
88965,6515,3,2,9.323104591693362
48102,7340,3,3,16.759240780009147
36219,27969,11,10,83.2219001076783
82698,45697,20,59,45.757684587293525
44713,13130,5,10,29.365061615190214
40552,10700,4,4,28.38587492602091
56482,10796,4,7,19.614054034913774
68847,8631,3,4,13.536493964878643
66696,26666,9,11,43.48140818040062
78381,48226,21,12,76.52766614358072
90562,15043,7,18,14.610719727921204
66432,60579,23,34,97.18948699421965
48948,39029,19,38,79.73563781972706
28448,13029,6,15,44.299353205849265
51737,30032,11,31,53.54743220519164
63097,44513,19,21,79.04693567047562
59403,48406,24,72,69.487466962948
20877,9403,4,12,43.039996168031806
6015,4181,2,4,69.50955943474646
41052,4642,2,5,10.807609860664524
77067,52253,20,58,58.802042378709444
45432,37145,14,9,91.25955273815812
42590,25280,11,21,59.856656492134306
53494,42955,17,18,88.29872509066436
60072,33627,16,19,62.477826608070316
53264,23294,9,25,40.233103033944126
67839,29554,10,17,45.06491103937263
39900,16929,7,6,46.42857142857143
57271,11617,5,7,21.78426254125124
42328,30508,12,33,67.57522207522209
32881,28833,12,14,92.688938900885
27238,6416,3,8,22.555327116528378
4190,3889,2,3,93.31622911694511
16402,7890,4,2,51.103889769540295
18462,13833,6,17,72.4268768280793
95150,86159,30,84,78.55070940620074
35978,26654,10,5,81.58416254377676
11813,7113,3,3,61.71332430373318
17034,9703,3,6,56.96254549724081
82529,25379,11,33,25.251614583964425
51645,12657,5,6,26.50769677606738
52124,2459,1,1,5.217596500652291
66686,23569,8,20,33.34325045736736
93881,67691,28,76,62.10298143394297
65389,29136,12,15,49.05795317255196
43056,5221,2,5,11.626068376068377
11572,2728,1,2,23.574144486692017
8755,5569,2,4,63.60936607652769
15408,12190,5,8,80.1147455867082
11872,5489,2,2,47.23483827493261
66235,48915,24,19,88.35068317354873
21297,15817,6,14,73.26867633939052
50646,39000,18,45,72.50509418315366
76397,20145,7,20,23.36883647263636
99489,35057,16,17,42.73706138367056
61958,39200,14,10,72.26866587042835
34669,12280,4,6,36.42069283798206
64336,26900,12,24,41.81173837353892
32959,9713,4,2,32.469947510543406
10612,6864,3,3,66.18149264983037
38836,17964,8,6,51.25605108662066
94799,18197,6,12,19.19535016192154
22147,19815,9,23,86.97035715898316
69684,5471,3,3,9.35115665002009
76229,15568,6,11,20.922673785567174
53852,40583,14,36,71.36024660179753
40249,35473,12,14,93.13386667991752
53403,6382,3,6,11.95063947718293
40251,32395,15,19,85.98247248515565
92152,57708,29,79,52.122623491622534
18524,15116,6,12,81.60224573526236
53604,26978,10,8,56.32833370643982
10708,5008,2,6,45.768771012327235
28709,16990,6,8,61.18004806854994
63779,44965,18,23,77.00126217093401
20790,2590,1,2,12.457912457912457
68536,13666,7,13,20.43988560756391
66431,25206,9,25,34.4431289608767
69376,57036,19,12,95.21286900369003
25319,1811,1,1,7.652731150519372
98661,93110,45,63,107.87366335228711
35874,29534,14,12,90.32703350616045
80836,50925,21,44,61.99792171804641
67987,54489,26,21,95.64620442143351
93071,7448,3,8,7.002492720611146
67042,14016,6,9,22.40629754482265
43432,27920,11,22,64.28439860011052
94309,64252,28,28,82.12923474959972
57787,39297,17,49,60.50318410715212
46113,45756,21,59,90.72581484613883
49173,17657,8,22,32.907916946291664
2743,178,0,0,6.489245351804594
59647,58994,24,25,110.40522574479856
81158,62296,29,38,86.75891470957885
59038,26259,10,26,41.47813272807345
67932,10140,4,10,13.926691397279633
30309,5669,2,3,19.204015308984133
56200,21872,10,11,43.41814946619217
61113,43208,16,24,74.70181467118289
84646,29509,11,28,31.861659145145666
95047,17404,8,22,15.310940902921711
85084,78227,28,24,107.94090545813549
79089,76776,26,13,116.57544664871222
46516,33955,12,28,70.99638833949608
45189,33908,13,13,81.53596007878023
55946,26570,12,30,44.49222464519357
58287,25827,9,26,40.31005198414741
5711,319,0,0,5.585711784275959
13518,5728,3,3,43.87313212013611
38598,15178,6,5,42.82328099901549
49263,35968,18,51,65.51219982542679
76136,59700,27,40,85.41231480508563
25892,19987,8,17,76.69372779236829
38266,18505,6,12,48.35885642607014
27633,12984,5,5,49.487297796113346
21939,16854,6,13,76.32209763434979
48722,44243,22,38,93.80702762612371
39947,17789,9,14,46.531504243122136
8623,8176,3,8,93.81618926127797
82513,21616,9,6,32.19708409583944
24647,9098,3,2,38.91321459001095
72719,20724,9,10,32.498741731872
48896,37595,19,19,86.38767997382199
82125,65844,26,19,96.67534246575343
81747,77282,38,53,106.0380258602762
22857,4065,2,6,16.784486153038458
30191,7948,3,3,27.82572620979762
46769,569,0,0,1.2166178451538412
85591,53352,26,68,54.333656576041875
99223,98102,40,34,121.87022162200296
21289,4430,2,3,21.308868429705484
91547,44749,19,46,44.88090270571399
6090,5276,2,4,86.63382594417078
92438,75624,28,38,90.8105108288799
48859,46029,16,32,94.20782250967069
80415,12070,5,10,15.00963750544053
27191,9203,4,11,32.34575778750322
44846,6906,3,4,16.399366721669715
17145,14693,5,15,83.19845435987169
99567,49140,18,46,44.353701527614575
51104,6734,3,2,15.177050720100187
14770,8964,3,2,62.69058903182126
94883,39069,15,32,40.1759746213758
96184,3525,1,2,3.664850702819596
45755,22255,10,24,46.639492951589986
10613,3855,1,1,36.82337699048337
42186,10879,4,6,26.788176172189825
25751,24085,10,29,89.03034833598696
55669,2015,1,2,3.6196087589142962
98428,14797,6,11,15.533323850936725
82029,67147,27,56,80.85763571419864
9231,1739,1,2,18.838695699274183
1037,509,0,0,49.08389585342334
80326,70421,24,36,93.6689988297687
57770,46857,17,27,84.60957244244418
54909,40901,17,22,80.4886994846018
45568,7993,3,3,19.040818117977526
99841,25516,11,31,21.056635049729067
83357,42354,14,36,46.81036985496118
77927,56158,21,19,83.56488123500199
66106,26116,10,20,39.50624754182677
2469,1286,1,3,51.58586472255974
22991,10042,4,12,41.67796094123788
33279,23388,8,6,75.27855404309024
9510,1516,1,2,15.941114616193481
72451,70085,33,76,91.73434459151702
54090,14889,7,13,28.026344980587908
92152,18766,6,14,19.364180918482507
71986,67517,26,48,95.79184841496958
49799,48308,17,41,93.50596397518022
43464,2891,1,2,6.651481685993006
76627,55998,21,31,78.57867983869916
94119,28636,11,6,38.425312636130855
95099,38843,16,15,49.344803836002484
53432,36803,14,12,76.87820032939062
31309,10059,4,10,31.12814206777604
84316,34869,17,21,47.85514018691589
7326,1553,1,3,20.698471198471196
76450,20960,8,15,27.9166121648136
31381,13903,6,12,44.303878142825276
56757,37163,15,24,68.47738604929788
65333,38199,17,19,65.9681554497727
22207,10735,4,5,49.840613320124284
85431,67696,24,59,73.74055670658193
90512,74581,36,72,82.39901891461905
84660,13183,5,10,15.571698558941648
91049,60111,22,39,68.52049445902756
11508,9815,4,5,86.7884949600278
28831,23282,8,13,82.2533557628941
65491,37176,18,39,55.265051686491276
96684,82196,34,82,78.01510074055686
67249,41197,19,32,64.2603904890779
78437,50062,19,39,63.32447059423487
81182,20260,9,11,28.456271094577616
63646,33709,15,38,48.96326556264336
46674,38774,13,24,84.07408835754381
49583,11364,4,3,25.41914567492891
72838,2107,1,2,2.8927208325324694
77136,31138,15,41,34.867662310723915
45191,25242,12,33,51.35625456396184
78833,29373,15,10,47.259776996942904
52998,36429,17,21,75.23655609645647
55350,3205,1,1,6.290424570912376
33949,19622,8,17,57.298462399481565
1560,706,0,0,45.256410256410255
69226,48789,17,27,73.97785514113194
74832,42377,15,31,56.129516784263416
38417,1168,0,0,3.0403206913605954
67179,12484,5,11,18.083188198693044
79807,31702,12,25,39.22333253975215
94870,50969,20,55,46.22509750184463
59629,43771,19,16,84.40555769843533
50775,44866,20,19,98.86238306253077
64616,28265,10,14,46.74303578061161
59975,51234,17,13,95.92559399749896
72732,21440,8,6,34.478083924544904
97316,53406,22,34,59.87895104607671
4601,34,0,0,0.7389697891762661
50111,23383,11,21,47.16240945101874
35971,30646,13,27,84.69640821773095
33970,28036,13,23,84.03164556962025
30321,18474,9,8,65.92806965469477
74647,73979,29,39,108.60512143823595
11067,5055,2,2,46.67633505014909
11765,9943,5,6,86.51338716532086
82792,49642,25,21,74.45989950719877
18031,17628,7,14,97.76496034607065
51130,8279,3,4,17.192059456287893
74840,3112,1,1,4.65820416889364
10526,6355,3,7,59.874311229336875
2732,163,0,0,5.966325036603221
90530,14337,6,13,15.33673920247432
70227,9174,4,10,12.06335170233671
34699,10561,5,12,29.436035620623073
30680,5396,2,5,17.088005215123857
65726,7444,4,9,10.825807138727445
2709,161,0,0,5.943152454780361
30373,1108,0,0,3.647976821519112
70659,65470,22,16,106.65627874722257
30061,24561,12,30,78.70386880010645
69511,60127,26,63,80.99997842068161
27147,22010,9,27,76.57709875861052
80228,5734,2,3,7.647130677568928
17735,7666,3,6,43.22526078376092
21140,9030,4,10,41.71523178807947
46203,45982,18,17,109.02167608163973
41187,5864,3,5,14.737502124456746
79016,5786,3,3,8.822567581249366
89254,23170,8,6,30.959620857328524
87230,13922,6,16,13.960105468302189
81118,80743,30,69,95.0377104958209
91478,75005,34,90,70.99239161328407
28686,14634,7,19,48.514432127170046
79801,60124,21,19,86.84241425546045
38434,5370,2,2,14.97200395483166
86591,25664,11,32,24.638184106893327
31225,26148,12,36,77.74059247397918
26915,17513,6,6,68.06780605610255
29092,12071,5,10,41.492506531005084
87312,49382,22,37,60.05809052593
89417,36051,14,16,46.31783665298545
24162,4719,2,2,20.53066799106034
72942,37230,17,17,59.54055276795262
82787,71808,35,51,96.23825600637781
99750,79028,35,100,64.22606516290726
30404,22129,7,17,71.2831864228391
61501,8475,3,8,12.780263735549013
67061,58294,23,42,88.92682781348324
68182,16438,7,12,25.10900237599366
70218,26478,13,38,31.708279928223533
86602,64498,22,54,69.4763400383363
97536,96162,35,42,112.59128937007875
9508,926,0,0,9.739167017248633
39396,35965,18,19,99.79099400954412
91758,87507,31,71,90.86716144641339
93627,4672,2,3,5.490013564463243
65103,61746,26,76,82.8435555965163
74730,48869,24,56,61.394085374013116
18395,9062,4,7,49.76338678988856
93424,20773,10,11,26.735185819489644
11165,7243,3,3,66.37236901030005
85259,83605,32,90,85.06002885325887
30289,28238,13,32,90.22856482551421
40991,20509,10,27,46.53293405869581
98702,17478,8,13,19.207847865291484
97771,87060,31,62,89.04480878788189
90496,23000,8,17,24.915487977369168
65514,58374,26,66,82.10156607747962
45789,20307,8,10,47.34907947323593
2243,1244,1,2,55.461435577351764
48567,28692,13,9,67.5771511520168
28427,16281,6,4,61.27301509128646
4096,1243,0,0,30.3466796875
71397,30991,12,18,46.40658571088421
15155,9456,4,3,64.89524909270867
97549,48534,24,41,53.25345723687582
57296,47610,20,53,76.59480592013404
70981,31760,16,47,37.24436821121145
21455,7748,4,4,38.11279422046143
96518,44710,16,35,44.82296566443565
